land_cover_land1_sea0_surface , soil_porosity_surface 1.0
mean_sea_level_pressure_nam_model_reduction_msl , snow_depth_surface 0.053770311176776886
snow_depth_surface , mean_sea_level_pressure_nam_model_reduction_msl 0.053770311176776886
u-component_of_wind_tropopause , convective_inhibition_surface 0.05340532958507538
convective_inhibition_surface , u-component_of_wind_tropopause 0.05340532958507538
plant_canopy_surface_water_surface , v-component_of_wind_tropopause 0.053017958998680115
v-component_of_wind_tropopause , plant_canopy_surface_water_surface 0.053017958998680115
categorical_rain_yes1_no0_surface , temperature_surface 0.05293760821223259
temperature_surface , categorical_rain_yes1_no0_surface 0.05293760821223259
water_equiv_of_accum_snow_depth_surface , convective_inhibition_surface 0.05202886089682579
convective_inhibition_surface , water_equiv_of_accum_snow_depth_surface 0.05202886089682579
pressure_maximum_wind , wilting_point_surface 0.051382876932621
pressure_maximum_wind , direct_evaporation_cease_soil_moisture_surface 0.051382876932621
wilting_point_surface , pressure_maximum_wind 0.051382876932621
direct_evaporation_cease_soil_moisture_surface , pressure_maximum_wind 0.051382876932621
total_cloud_cover_entire_atmosphere , friction_velocity_surface 0.05116560310125351
friction_velocity_surface , total_cloud_cover_entire_atmosphere 0.05116560310125351
v-component_of_wind_pblri , friction_velocity_surface 0.05084157735109329
friction_velocity_surface , v-component_of_wind_pblri 0.05084157735109329
categorical_freezing_rain_yes1_no0_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.050605323165655136
maximumcomposite_radar_reflectivity_entire_atmosphere , categorical_freezing_rain_yes1_no0_surface 0.050605323165655136
maximumcomposite_radar_reflectivity_entire_atmosphere , snow_depth_surface 0.05055847764015198
snow_depth_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.05055847764015198
vegitation_type_as_in_sib_surface , surface_roughness_surface 0.05051422864198685
surface_roughness_surface , vegitation_type_as_in_sib_surface 0.05051422864198685
relative_humidity_zerodegc_isotherm , u-component_of_wind_maximum_wind 0.050107501447200775
u-component_of_wind_maximum_wind , relative_humidity_zerodegc_isotherm 0.050107501447200775
categorical_freezing_rain_yes1_no0_surface , snow_cover_surface 0.04969482868909836
snow_cover_surface , categorical_freezing_rain_yes1_no0_surface 0.04969482868909836
plant_canopy_surface_water_surface , snow_depth_surface 0.04913710057735443
snow_depth_surface , plant_canopy_surface_water_surface 0.04913710057735443
soil_type_as_in_zobler_surface , pressure_maximum_wind 0.04899894446134567
pressure_maximum_wind , soil_type_as_in_zobler_surface 0.04899894446134567
upward_short_wave_rad_flux_surface , surface_roughness_surface 0.04892786964774132
surface_roughness_surface , upward_short_wave_rad_flux_surface 0.04892786964774132
plant_canopy_surface_water_surface , u-component_of_wind_maximum_wind 0.04836663976311684
u-component_of_wind_maximum_wind , plant_canopy_surface_water_surface 0.04836663976311684
u-component_of_wind_tropopause , snow_depth_surface 0.04836174100637436
snow_depth_surface , u-component_of_wind_tropopause 0.04836174100637436
lightning_surface , geopotential_height_surface 0.047311004251241684
geopotential_height_surface , lightning_surface 0.047311004251241684
albedo_surface , convective_inhibition_surface 0.047004155814647675
convective_inhibition_surface , albedo_surface 0.047004155814647675
categorical_snow_yes1_no0_surface , u-component_of_wind_pblri 0.046950530260801315
u-component_of_wind_pblri , categorical_snow_yes1_no0_surface 0.046950530260801315
surface_wind_gust_surface , convective_inhibition_surface 0.04685782268643379
convective_inhibition_surface , surface_wind_gust_surface 0.04685782268643379
pressure_reduced_to_msl_msl , snow_depth_surface 0.046470776200294495
snow_depth_surface , pressure_reduced_to_msl_msl 0.046470776200294495
upward_long_wave_rad_flux_surface , categorical_rain_yes1_no0_surface 0.04641274735331535
categorical_rain_yes1_no0_surface , upward_long_wave_rad_flux_surface 0.04641274735331535
geopotential_height_cloud_base , convective_available_potential_energy_surface 0.04549792781472206
convective_available_potential_energy_surface , geopotential_height_cloud_base 0.04549792781472206
albedo_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.04393327981233597
maximumcomposite_radar_reflectivity_entire_atmosphere , albedo_surface 0.04393327981233597
v-component_of_wind_pblri , downward_long_wave_rad_flux_surface 0.043022338300943375
downward_long_wave_rad_flux_surface , v-component_of_wind_pblri 0.043022338300943375
v-component_of_wind_maximum_wind , geopotential_height_zerodegc_isotherm 0.04245078191161156
geopotential_height_zerodegc_isotherm , v-component_of_wind_maximum_wind 0.04245078191161156
planetary_boundary_layer_height_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.04213254526257515
maximumcomposite_radar_reflectivity_entire_atmosphere , planetary_boundary_layer_height_surface 0.04213254526257515
maximumcomposite_radar_reflectivity_entire_atmosphere , u-component_of_wind_pblri 0.04198118671774864
u-component_of_wind_pblri , maximumcomposite_radar_reflectivity_entire_atmosphere 0.04198118671774864
v-component_of_wind_pblri , plant_canopy_surface_water_surface 0.041771337389945984
plant_canopy_surface_water_surface , v-component_of_wind_pblri 0.041771337389945984
geopotential_height_cloud_base , geopotential_height_zerodegc_isotherm 0.040869273245334625
geopotential_height_zerodegc_isotherm , geopotential_height_cloud_base 0.040869273245334625
water_equiv_of_accum_snow_depth_surface , u-component_of_wind_tropopause 0.04065757989883423
u-component_of_wind_tropopause , water_equiv_of_accum_snow_depth_surface 0.04065757989883423
geopotential_height_surface , geopotential_height_pblri 0.040374089032411575
geopotential_height_pblri , geopotential_height_surface 0.040374089032411575
categorical_snow_yes1_no0_surface , convective_inhibition_surface 0.039818208664655685
convective_inhibition_surface , categorical_snow_yes1_no0_surface 0.039818208664655685
total_cloud_cover_entire_atmosphere , maximumcomposite_radar_reflectivity_entire_atmosphere 0.039473749697208405
maximumcomposite_radar_reflectivity_entire_atmosphere , total_cloud_cover_entire_atmosphere 0.039473749697208405
categorical_rain_yes1_no0_surface , geopotential_height_pblri 0.039159197360277176
geopotential_height_pblri , categorical_rain_yes1_no0_surface 0.039159197360277176
categorical_freezing_rain_yes1_no0_surface , albedo_surface 0.037618741393089294
albedo_surface , categorical_freezing_rain_yes1_no0_surface 0.037618741393089294
v-component_of_wind_pblri , albedo_surface 0.03738980367779732
albedo_surface , v-component_of_wind_pblri 0.03738980367779732
planetary_boundary_layer_height_surface , downward_short_wave_rad_flux_surface 0.03700060024857521
downward_short_wave_rad_flux_surface , planetary_boundary_layer_height_surface 0.03700060024857521
ice_cover_ice1_no_ice0_surface , convective_inhibition_surface 0.03655686974525452
convective_inhibition_surface , ice_cover_ice1_no_ice0_surface 0.03655686974525452
pressure_reduced_to_msl_msl , albedo_surface 0.03640201315283775
albedo_surface , pressure_reduced_to_msl_msl 0.03640201315283775
v-component_of_wind_maximum_wind , temperature_tropopause 0.035856980830430984
temperature_tropopause , v-component_of_wind_maximum_wind 0.035856980830430984
vegitation_type_as_in_sib_surface , pressure_maximum_wind 0.03570258244872093
pressure_maximum_wind , vegitation_type_as_in_sib_surface 0.03570258244872093
u-component_of_wind_tropopause , vegetation_surface 0.03548835963010788
vegetation_surface , u-component_of_wind_tropopause 0.03548835963010788
convective_inhibition_surface , u-component_of_wind_pblri 0.035456836223602295
u-component_of_wind_pblri , convective_inhibition_surface 0.035456836223602295
categorical_ice_pellets_yes1_no0_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.03544778749346733
maximumcomposite_radar_reflectivity_entire_atmosphere , categorical_ice_pellets_yes1_no0_surface 0.03544778749346733
visibility_surface , upward_short_wave_rad_flux_surface 0.03544589504599571
upward_short_wave_rad_flux_surface , visibility_surface 0.03544589504599571
number_of_soil_layers_in_root_zone_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.035240400582551956
maximumcomposite_radar_reflectivity_entire_atmosphere , number_of_soil_layers_in_root_zone_surface 0.035240400582551956
categorical_snow_yes1_no0_surface , u-component_of_wind_tropopause 0.0350494384765625
u-component_of_wind_tropopause , categorical_snow_yes1_no0_surface 0.0350494384765625
surface_wind_gust_surface , lightning_surface 0.03473300486803055
lightning_surface , surface_wind_gust_surface 0.03473300486803055
convective_inhibition_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.03456197679042816
maximumcomposite_radar_reflectivity_entire_atmosphere , convective_inhibition_surface 0.03456197679042816
categorical_ice_pellets_yes1_no0_surface , snow_cover_surface 0.03426273167133331
snow_cover_surface , categorical_ice_pellets_yes1_no0_surface 0.03426273167133331
upward_short_wave_rad_flux_surface , convective_inhibition_surface 0.034211475402116776
convective_inhibition_surface , upward_short_wave_rad_flux_surface 0.034211475402116776
water_equiv_of_accum_snow_depth_surface , mean_sea_level_pressure_nam_model_reduction_msl 0.033391229808330536
mean_sea_level_pressure_nam_model_reduction_msl , water_equiv_of_accum_snow_depth_surface 0.033391229808330536
snow_depth_surface , u-component_of_wind_maximum_wind 0.03321321681141853
u-component_of_wind_maximum_wind , snow_depth_surface 0.03321321681141853
temperature_tropopause , v-component_of_wind_tropopause 0.033147089183330536
v-component_of_wind_tropopause , temperature_tropopause 0.033147089183330536
total_cloud_cover_entire_atmosphere , downward_short_wave_rad_flux_surface 0.03306813910603523
downward_short_wave_rad_flux_surface , total_cloud_cover_entire_atmosphere 0.03306813910603523
categorical_freezing_rain_yes1_no0_surface , relative_humidity_zerodegc_isotherm 0.03248585760593414
relative_humidity_zerodegc_isotherm , categorical_freezing_rain_yes1_no0_surface 0.03248585760593414
categorical_rain_yes1_no0_surface , pressure_tropopause 0.031172964721918106
pressure_tropopause , categorical_rain_yes1_no0_surface 0.031172964721918106
v-component_of_wind_pblri , geopotential_height_cloud_base 0.030750704929232597
geopotential_height_cloud_base , v-component_of_wind_pblri 0.030750704929232597
categorical_ice_pellets_yes1_no0_surface , friction_velocity_surface 0.0306809451431036
friction_velocity_surface , categorical_ice_pellets_yes1_no0_surface 0.0306809451431036
vegetation_surface , v-component_of_wind_maximum_wind 0.02976621501147747
v-component_of_wind_maximum_wind , vegetation_surface 0.02976621501147747
upward_short_wave_rad_flux_surface , planetary_boundary_layer_height_surface 0.02945808507502079
planetary_boundary_layer_height_surface , upward_short_wave_rad_flux_surface 0.02945808507502079
categorical_freezing_rain_yes1_no0_surface , plant_canopy_surface_water_surface 0.02898089401423931
plant_canopy_surface_water_surface , categorical_freezing_rain_yes1_no0_surface 0.02898089401423931
geopotential_height_lltw , geopotential_height_surface 0.028174161911010742
geopotential_height_surface , geopotential_height_lltw 0.028174161911010742
u-component_of_wind_tropopause , categorical_rain_yes1_no0_surface 0.028144042938947678
categorical_rain_yes1_no0_surface , u-component_of_wind_tropopause 0.028144042938947678
water_equiv_of_accum_snow_depth_surface , pressure_reduced_to_msl_msl 0.027023207396268845
pressure_reduced_to_msl_msl , water_equiv_of_accum_snow_depth_surface 0.027023207396268845
u-component_of_wind_tropopause , geopotential_height_surface 0.026538262143731117
geopotential_height_surface , u-component_of_wind_tropopause 0.026538262143731117
convective_inhibition_surface , categorical_rain_yes1_no0_surface 0.026393668726086617
categorical_rain_yes1_no0_surface , convective_inhibition_surface 0.026393668726086617
water_equiv_of_accum_snow_depth_surface , u-component_of_wind_maximum_wind 0.025700422003865242
u-component_of_wind_maximum_wind , water_equiv_of_accum_snow_depth_surface 0.025700422003865242
upward_short_wave_rad_flux_surface , total_cloud_cover_entire_atmosphere 0.025422628968954086
total_cloud_cover_entire_atmosphere , upward_short_wave_rad_flux_surface 0.025422628968954086
convective_inhibition_surface , u-component_of_wind_maximum_wind 0.025042010471224785
u-component_of_wind_maximum_wind , convective_inhibition_surface 0.025042010471224785
surface_wind_gust_surface , planetary_boundary_layer_height_surface 0.02502973936498165
planetary_boundary_layer_height_surface , surface_wind_gust_surface 0.02502973936498165
categorical_snow_yes1_no0_surface , u-component_of_wind_maximum_wind 0.02432323805987835
u-component_of_wind_maximum_wind , categorical_snow_yes1_no0_surface 0.02432323805987835
convective_inhibition_surface , downward_short_wave_rad_flux_surface 0.024139216169714928
downward_short_wave_rad_flux_surface , convective_inhibition_surface 0.024139216169714928
vegetation_surface , v-component_of_wind_tropopause 0.023496409878134727
v-component_of_wind_tropopause , vegetation_surface 0.023496409878134727
categorical_ice_pellets_yes1_no0_surface , albedo_surface 0.022856319323182106
albedo_surface , categorical_ice_pellets_yes1_no0_surface 0.022856319323182106
convective_inhibition_surface , pressure_surface 0.022393159568309784
pressure_surface , convective_inhibition_surface 0.022393159568309784
